"Planet","Grid","CurrentSector","WookieepediaTitle","WookieepediaSector","MatchType","SourceUrl"
"Cassander","K5","Cassander","Cassander","Cassander sector","Exact title","https://starwars.fandom.com/wiki/Cassander"
"Castell","M9","A sector","Castell","A sector","Exact title","https://starwars.fandom.com/wiki/Castell"
"Cathar","N6","Quelii","Cathar system","Quelii sector","System or continuity variant","https://starwars.fandom.com/wiki/Cathar_system"
"Cato Neimoidia","N11","Quellor sector","Cato Neimoidia","Quellor sector","Exact title","https://starwars.fandom.com/wiki/Cato_Neimoidia"
"Celanon","O6","D'Astan","Celanon","D'Astan sector","Exact title","https://starwars.fandom.com/wiki/Celanon"
"Celegia","O10","Noori","Celegia","Noori sector","Exact title","https://starwars.fandom.com/wiki/Celegia"
"Celwis","F8","Celwis Sector","Celwis/Legends","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Celwis%2FLegends"
"Centares","R7","Maldrood","Centares","Maldrood sector","Exact title","https://starwars.fandom.com/wiki/Centares"
"Cerea","I16","Semagi","Cerea","Semagi sector","Exact title","https://starwars.fandom.com/wiki/Cerea"
"Cerenia","N15","Mbandamonte","Cerenia system","Mbandamonte sector","System or continuity variant","https://starwars.fandom.com/wiki/Cerenia_system"
"Cezith","K4","Clacis","Cezith system","Clacis sector","System or continuity variant","https://starwars.fandom.com/wiki/Cezith_system"
"Ch'hodos","R4","Sith Worlds","Ch'hodos","Esstran sector","Exact title","https://starwars.fandom.com/wiki/Ch'hodos"
"Chad","R7","Jospro","Chad","Jospro sector","Exact title","https://starwars.fandom.com/wiki/Chad"
"Chalacta","R10","Kastolar","Chalacta","Metatessu sector","Exact title","https://starwars.fandom.com/wiki/Chalacta"
"Chalcedon","I16","Tashtor","Chalcedon","Tashtor sector","Exact title","https://starwars.fandom.com/wiki/Chalcedon"
"Chamble","Q10","Mytaranor","Chamble","Mytaranor sector","Exact title","https://starwars.fandom.com/wiki/Chamble"
"Chandaar","S6","Cronese Mandate","Chandaar","Cronese Mandate","Exact title","https://starwars.fandom.com/wiki/Chandaar"
"Chandrila","L9","Bormea sector","Chandrila","Bormea sector","Exact title","https://starwars.fandom.com/wiki/Chandrila"
"Chanosant","O11","Harron","Chanosant","Harron sector","Exact title","https://starwars.fandom.com/wiki/Chanosant"
"Charra","P14","Charra","Charra","Charra sector","Exact title","https://starwars.fandom.com/wiki/Charra"
"Charros","R9","Taldot","Charros system","Numesira sector","System or continuity variant","https://starwars.fandom.com/wiki/Charros_system"
"Charubah","O9","Hapes Cluster","Charubah","Hapes Cluster","Exact title","https://starwars.fandom.com/wiki/Charubah"
"Chazwa","N8","Orus","Chazwa","Orus sector","Exact title","https://starwars.fandom.com/wiki/Chazwa"
"Cheelit","I16","Semagi","Cheelit","Semagi sector","Exact title","https://starwars.fandom.com/wiki/Cheelit"
"Cheku","O15","Brevost","Cheku system","Brevost sector","System or continuity variant","https://starwars.fandom.com/wiki/Cheku_system"
"Chenowei","Q5","Gordian Reach","Chenowei","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Chenowei"
"Cheruba","O9","Hapes Cluster","Cheruba system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Cheruba_system"
"Chibias","K17","Sombure","Chibias","Sombure sector","Exact title","https://starwars.fandom.com/wiki/Chibias"
"Chiron","T7","Ash Worlds","Chiron system","Ash Worlds","System or continuity variant","https://starwars.fandom.com/wiki/Chiron_system"
"Chokan","Q13","Maerdocia","Chokan","Maerdocian sector","Exact title","https://starwars.fandom.com/wiki/Chokan"
"Chorax","N11","Rachuk sector","Chorax","Rachuk sector","Exact title","https://starwars.fandom.com/wiki/Chorax"
"Chosper","O9","Hapes Cluster","Chosper system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Chosper_system"
"Christophsis","Q16","Savareen","Christophsis","Savareen sector","Exact title","https://starwars.fandom.com/wiki/Christophsis"
"Chroma Zed","Q12","Maerdocia","Chroma Zed","Maerdocian sector","Exact title","https://starwars.fandom.com/wiki/Chroma_Zed"
"Chryya","M17","Dustig","Chryya","Dustig sector","Exact title","https://starwars.fandom.com/wiki/Chryya"
"Churruma","J5","Velcar","Churruma","Velcar sector","Exact title","https://starwars.fandom.com/wiki/Churruma"
"Cioral","F8","Chiss Ascendancy","Cioral","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Cioral"
"Cirrus","J6","Dantus","Cirrus","Dantus sector","Exact title","https://starwars.fandom.com/wiki/Cirrus"
"Cirus","R17","Arkanis","Cirus system","Arkanis sector","System or continuity variant","https://starwars.fandom.com/wiki/Cirus_system"
"Ciutric","N5","Ciutric","Ciutric system","Ciutric sector","System or continuity variant","https://starwars.fandom.com/wiki/Ciutric_system"
"Clantaano","U12","Albanin","Clantaano system","Albanin sector","System or continuity variant","https://starwars.fandom.com/wiki/Clantaano_system"
"Cmaoli Di","M17","Brema","Cmaoli Di","Brema sector","Exact title","https://starwars.fandom.com/wiki/Cmaoli_Di"
"Coachelle","P10","Terr'skiar","Coachelle system","Terr'skiar sector","System or continuity variant","https://starwars.fandom.com/wiki/Coachelle_system"
"Codia","H15","Freestanding Subsectors","Codia system/Legends","Freestanding subsectors","System or continuity variant","https://starwars.fandom.com/wiki/Codia_system%2FLegends"
"Colonial Station Cam'co","F8","Chiss Ascendancy","Colonial Station Camco","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Colonial_Station_Camco"
"Colonial Station Chaf","F9","Chiss Ascendancy","Colonial Station Chaf","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Colonial_Station_Chaf"
"Columex","R6","Vorzyd","Columex","Vorzyd sector","Exact title","https://starwars.fandom.com/wiki/Columex"
"Comra","J5","Prefsbelt","Comra","Prefsbelt sector","Exact title","https://starwars.fandom.com/wiki/Comra"
"Cona","O11","Inner Cluster","Cona","Inner Cluster","Exact title","https://starwars.fandom.com/wiki/Cona"
"Concord Dawn","O7","Thursa","Concord Dawn","Mandalore sector","Exact title","https://starwars.fandom.com/wiki/Concord_Dawn"
"Contruum","O8","Truum","Contruum","Truum sector","Exact title","https://starwars.fandom.com/wiki/Contruum"
"Coonee","O15","Brevost","Coonee","Brevost sector","Exact title","https://starwars.fandom.com/wiki/Coonee"
"Copero","F9","Chiss Ascendancy","Copero","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Copero"
"Cophrigin","T7","Ash Worlds","Cophrigin system","Ash Worlds","System or continuity variant","https://starwars.fandom.com/wiki/Cophrigin_system"
"Copperline","K16","Vatha","Copperline","Vatha sector","Exact title","https://starwars.fandom.com/wiki/Copperline"
"Corbett CLuster","I17","Corbett","Corbett Cluster","Corbett sector","Exact title","https://starwars.fandom.com/wiki/Corbett_Cluster"
"Corbos","R5","Esstran sector","Corbos","Esstran sector","Search result","https://starwars.fandom.com/wiki/Corbos"
"Corellia","M11","Corellian sector","Corellia","Corellian sector","Exact title","https://starwars.fandom.com/wiki/Corellia"
"Corlass","S6","Cronese Mandate","Corlass","Cronese Mandate","Exact title","https://starwars.fandom.com/wiki/Corlass"
"Cormit","F8","Chiss Ascendancy","Cormit","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Cormit"
"Corsin","M7","Greater Plooriod","Corsin","Greater Plooriod sector","Exact title","https://starwars.fandom.com/wiki/Corsin"
"Corulag","L9","Bormea sector","Corulag","Bormea sector","Exact title","https://starwars.fandom.com/wiki/Corulag"
"Corva Yag","N20","Rseik","Corva Yag","Rseik sector","Exact title","https://starwars.fandom.com/wiki/Corva_Yag"
"Corvanni IV","N9","Neshig","Corvanni IV","Neshig sector","Exact title","https://starwars.fandom.com/wiki/Corvanni_IV"
"Corvis Minor","N5","Ciutric","Corvis Minor system","Ciutric sector","Linked system","https://starwars.fandom.com/wiki/Corvis_Minor_system"
"Cotellier","N20","Rseik","Cotellier/Legends","Rseik sector","Exact title","https://starwars.fandom.com/wiki/Cotellier%2FLegends"
"Council","K18","Anoat","Council system","Javin sector","System or continuity variant","https://starwars.fandom.com/wiki/Council_system"
"Coveway","I18","Koradin","Coveway","Koradin sector","Exact title","https://starwars.fandom.com/wiki/Coveway"
"Craci","R4","Corporate Sector","Craci","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Craci"
"Crait","N17","Grumani","Crait","Bon'nyuw-Luq sector","Exact title","https://starwars.fandom.com/wiki/Crait"
"Cranan","R16","Arkanis","Cranan system","Arkanis sector","System or continuity variant","https://starwars.fandom.com/wiki/Cranan_system"
"Criton's Point","K3","Myto","Criton's Point","Myto sector","Exact title","https://starwars.fandom.com/wiki/Criton's_Point"
"Crovna","L17","Senex","Crovna","Senex sector","Exact title","https://starwars.fandom.com/wiki/Crovna"
"Crustai","H8","Chiss Space","Crustai","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Crustai"
"Csaus","F9","Chiss Ascendancy","Csaus","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Csaus"
"Csilla","F8","Chiss Ascendancy","Csilla","Chiss Space","Exact title","https://starwars.fandom.com/wiki/Csilla"
"Cularin","P14","Thaere","Cularin","Thaere sector","Exact title","https://starwars.fandom.com/wiki/Cularin"
"Cybloc","R7","Meridian","Cybloc","Meridian sector","Exact title","https://starwars.fandom.com/wiki/Cybloc"
"Cyimarra","L17","Senex","Cyimarra","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Cyimarra"
"Cyphar","L17","Spirva","Cyphar","Spirva sector","Exact title","https://starwars.fandom.com/wiki/Cyphar"
"Cyrillia","O12","Cyrillian Protectorate","Cyrillia","Cyrillian Protectorate","Exact title","https://starwars.fandom.com/wiki/Cyrillia"
"D'ian","S3","Corporate Sector","D'ian","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/D'ian"
"D'Qar","O17","Sanbra","D'Qar","Sanbra sector","Exact title","https://starwars.fandom.com/wiki/D'Qar"
"D'rinba","K17","Sombure","D'rinba system","Sombure sector","System or continuity variant","https://starwars.fandom.com/wiki/D'rinba_system"
"Daalang","Q12","Daalang","Daalang","Daalang sector","Exact title","https://starwars.fandom.com/wiki/Daalang"
"Dactruria","J4","Clacis","Dactruria system","Clacis sector","System or continuity variant","https://starwars.fandom.com/wiki/Dactruria_system"
"Daemen","M16","Woostri","Daemen","Woostri sector","Exact title","https://starwars.fandom.com/wiki/Daemen"
"Dagelin Minor","T8","Cadma","Dagelin Minor","Cadma sector","Exact title","https://starwars.fandom.com/wiki/Dagelin_Minor"
"Dagobah","M19","Sluis","Dagobah","Sluis sector","Exact title","https://starwars.fandom.com/wiki/Dagobah"
"Dakshee","M9","Barma sector","Dakshee","Barma sector","Exact title","https://starwars.fandom.com/wiki/Dakshee"
"Dalchon","R17","Dalchon","Dalchon system","Dalchon sector","System or continuity variant","https://starwars.fandom.com/wiki/Dalchon_system"
"Dalisor","K17","Yushan","Dalisor system","Yushan sector","System or continuity variant","https://starwars.fandom.com/wiki/Dalisor_system"
"Dalron","J6","Ariarch","Dalron system","Ariarch sector","System or continuity variant","https://starwars.fandom.com/wiki/Dalron_system"
"Daluuj","U13","Albanin","Daluuj/Legends","Albanin sector","Exact title","https://starwars.fandom.com/wiki/Daluuj%2FLegends"
"Damendine","U6","Calamari","Damendine system","Calamari sector","System or continuity variant","https://starwars.fandom.com/wiki/Damendine_system"
"Danteel","M12","Emmo sector","Danteel","Emmo sector","Exact title","https://starwars.fandom.com/wiki/Danteel"
"Dantooine","L4","Raioballo","Dantooine","Raioballo sector","Exact title","https://starwars.fandom.com/wiki/Dantooine"
"Danuta","S9","Halla","Danuta","Halla sector","Exact title","https://starwars.fandom.com/wiki/Danuta"
"Darek","N11","Cato Neimoidia Sector","Darek system","Rachuk sector","System or continuity variant","https://starwars.fandom.com/wiki/Darek_system"
"Darkknell","M17","Grumani","Darkknell","Grumani sector","Exact title","https://starwars.fandom.com/wiki/Darkknell"
"Darlyn Boda","K18","Anoat","Darlyn Boda","Javin sector","Exact title","https://starwars.fandom.com/wiki/Darlyn_Boda"
"Daruvvia","O9","Hapes Cluster","Daruvvia system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Daruvvia_system"
"Dasoor","K18","Agarix","Dasoor","Agarix sector","Exact title","https://starwars.fandom.com/wiki/Dasoor"
"Dathomir","O6","Quelii","Dathomir","Quelii sector","Exact title","https://starwars.fandom.com/wiki/Dathomir"
"Daupherm","K12","Daupherm States","Daupherm/Legends","Daupherm Planet States","Exact title","https://starwars.fandom.com/wiki/Daupherm%2FLegends"
"Davirien","R3","Corporate Sector","Davirien","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Davirien"
"Dela","T8","Centrality","Dela system","Centrality","System or continuity variant","https://starwars.fandom.com/wiki/Dela_system"
"Delacrix","T9","Calaron","Delacrix/Legends","Calaron sector","Exact title","https://starwars.fandom.com/wiki/Delacrix%2FLegends"
"Delephr","J4","Carrion","Delephr system","Carrion sector","System or continuity variant","https://starwars.fandom.com/wiki/Delephr_system"
"Dellalt","T6","Tion Hegemony","Dellalt","Tion Hegemony","Exact title","https://starwars.fandom.com/wiki/Dellalt"
"Delphon","K18","Anoat","Delphon","Javin sector","Exact title","https://starwars.fandom.com/wiki/Delphon"
"Delrakkin","K21","Kallea","Delrakkin/Legends","Kallea sector","Exact title","https://starwars.fandom.com/wiki/Delrakkin%2FLegends"
"Deltooine","S3","Corporate Sector","Deltooine","Corporate Sector","Exact title","https://starwars.fandom.com/wiki/Deltooine"
"Deminol","L17","Juvex","Deminol","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Deminol"
"Demophon","M10","Demophon sector","Demophon","Demophon sector","Exact title","https://starwars.fandom.com/wiki/Demophon"
"Demos","N16","Dustig","Demos system","Dustig sector","System or continuity variant","https://starwars.fandom.com/wiki/Demos_system"
"Denab","M19","Sluis","Denab","Sluis sector","Exact title","https://starwars.fandom.com/wiki/Denab"
"Denarii Station","P6","Gordian Reach","Denarii Station","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Denarii_Station"
"Deneba","Q13","Maerdocia","Deneba","Maerdocian sector","Exact title","https://starwars.fandom.com/wiki/Deneba"
"Denebia","L18","Senex","Denebia","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Denebia"
"Dennaskar","R15","Manda","Dennaskar","Manda sector","Exact title","https://starwars.fandom.com/wiki/Dennaskar"
"Dennogra","S8","Tharin","Dennogra","Tharin sector","Exact title","https://starwars.fandom.com/wiki/Dennogra"
"Denon","N13","Iseno sector","Denon","Iseno sector","Exact title","https://starwars.fandom.com/wiki/Denon"
"Denova","N7","Ojoster","Denova","Ojoster sector","Exact title","https://starwars.fandom.com/wiki/Denova"
"Derellium","S6","Cronese Mandate","Derellium","Cronese Mandate","Exact title","https://starwars.fandom.com/wiki/Derellium"
"Derra","N15","Mikaster","Derra system","Mikaster sector","System or continuity variant","https://starwars.fandom.com/wiki/Derra_system"
"Desevro","S6","Tion Hegemony","Desevro","Tion Cluster","Exact title","https://starwars.fandom.com/wiki/Desevro"
"Devaron","M13","Duluur","Devaron","Duluur sector","Exact title","https://starwars.fandom.com/wiki/Devaron"
"Devon","L5","Atrivis","Devon system","Atrivis sector","System or continuity variant","https://starwars.fandom.com/wiki/Devon_system"
"Deysum","Q10","Trax","Deysum system","Trax sector","System or continuity variant","https://starwars.fandom.com/wiki/Deysum_system"
"Dica","P11","Tolemses","Dica","Tolemses sector","Exact title","https://starwars.fandom.com/wiki/Dica"
"Dilbana","U12","Baxel","Dilbana","Baxel sector","Exact title","https://starwars.fandom.com/wiki/Dilbana"
"Dilonexa","U8","Centrality","Dilonexa system","Centrality","System or continuity variant","https://starwars.fandom.com/wiki/Dilonexa_system"
"Din Pulsar","H16","Moddell","Din Pulsar","Zuma sector","Exact title","https://starwars.fandom.com/wiki/Din_Pulsar"
"Dioll","L17","Juvex","Dioll","Senex-Juvex","Exact title","https://starwars.fandom.com/wiki/Dioll"
"Divora","O9","Hapes Cluster","Divora system","Hapes Cluster","System or continuity variant","https://starwars.fandom.com/wiki/Divora_system"
"Djurmo","M7","Strabin","Djurmo","Strabin sector","Exact title","https://starwars.fandom.com/wiki/Djurmo"
"Dohlban","R13","Dohlbani","Dohlban","Dohlbani sector","Exact title","https://starwars.fandom.com/wiki/Dohlban"
"Dohu","K7","Dohu","Dohu system","Dohu sector","System or continuity variant","https://starwars.fandom.com/wiki/Dohu_system"
"Doldur","P15","Doldur","Doldur","Doldur sector","Exact title","https://starwars.fandom.com/wiki/Doldur"
