"Planet","Grid","CurrentSector","WookieepediaStubTitle","MatchType","SourceUrl"
"Swellen","L20","Airam","Airam sector","Sector-normalized title","https://starwars.fandom.com/wiki/Airam_sector"
"Sy Myrth","S7","Jospro","Jospro sector","Sector-normalized title","https://starwars.fandom.com/wiki/Jospro_sector"
"Syned","N17","Garis","Garis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Garis_sector"
"Syngia","R5","Sertar","Sertar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sertar_sector"
"Taboon","O10","Airon","Airon sector","Sector-normalized title","https://starwars.fandom.com/wiki/Airon_sector"
"Takodana","J16","Tashtor sector","Tashtor sector","Exact title","https://starwars.fandom.com/wiki/Tashtor_sector"
"Talasea","N11","Morobe sector","Morobe sector","Exact title","https://starwars.fandom.com/wiki/Morobe_sector"
"Talay","Q16","Dufilvian","Dufilvian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dufilvian_sector"
"Talcene","Q8","Talcene","Talcene sector","Sector-normalized title","https://starwars.fandom.com/wiki/Talcene_sector"
"Talhovi","K18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Talravin","M10","Alderaan Sector","Alderaan sector","Exact title","https://starwars.fandom.com/wiki/Alderaan_sector"
"Tammar","T8","Tharin","Tharin sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Tharin_sector%2FLegends"
"Tammuz-an","T14","Tammuz","Tammuz sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tammuz_sector"
"Tandankin","R6","Spadja","Spadja sector","Sector-normalized title","https://starwars.fandom.com/wiki/Spadja_sector"
"Tandun","P5","Kalamith","Kalamith sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kalamith_sector"
"Tantive","Q4","Kwymar","Kwymar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kwymar_sector"
"Tar Mordren","K16","Vensensor","Vensensor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Vensensor_sector"
"Tarabba","M19","Tarabba","Tarabba sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tarabba_sector"
"Taral V","U7","Calamari","Calamari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Calamari_sector"
"Tarhassan","O11","Harron","Harron sector","Sector-normalized title","https://starwars.fandom.com/wiki/Harron_sector"
"Taris","N7","Ojoster","Ojoster sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ojoster_sector"
"Tarnoonga","R17","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Taroon","N20","Rseik","Rseik sector","Sector-normalized title","https://starwars.fandom.com/wiki/Rseik_sector"
"Tarsunt","R14","Bothan Space","Bothan Space","Exact title","https://starwars.fandom.com/wiki/Bothan_Space"
"Tashtor Seneca","J16","Tashtor","Tashtor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tashtor_sector"
"Taskeed","S7","Tharin","Tharin sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Tharin_sector%2FLegends"
"Taspir III","J4","Dynali","Dynali sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dynali_sector"
"Tatooine","R16","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Tauber","L14","Jaso","Jaso sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Jaso_sector%2FLegends"
"Taul","J18","Kriz","Kriz sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kriz_sector"
"Tekurr'k","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Telaris","T6","Pakuuni","Pakuuni sector","Sector-normalized title","https://starwars.fandom.com/wiki/Pakuuni_sector"
"Telerath","N7","Nouane","Nouane sector","Sector-normalized title","https://starwars.fandom.com/wiki/Nouane_sector"
"Telos","Q4","Kwymar","Kwymar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kwymar_sector"
"Tenara","Q6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Terminus","K20","Kallea","Kallea sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kallea_sector"
"Terr'Skiar","P10","Terr'skiar","Terr'skiar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Terr'skiar_sector"
"Terrijo","O12","Venzeiia","Venzeiia sector","Sector-normalized title","https://starwars.fandom.com/wiki/Venzeiia_sector"
"Tertiary Feswe","P6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Tertiary Kesmere","L4","Raioballo","Raioballo sector","Sector-normalized title","https://starwars.fandom.com/wiki/Raioballo_sector"
"Teth","U12","Baxel","Baxel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Baxel_sector"
"Thaere","O14","Thaere","Thaere sector","Sector-normalized title","https://starwars.fandom.com/wiki/Thaere_sector"
"Thakwaa","I19","Tunka","Tunka sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tunka_sector"
"Thanium","R6","Thanium","Thanium sector","Sector-normalized title","https://starwars.fandom.com/wiki/Thanium_sector"
"Thape","Q15","Xan","Xan sector","Sector-normalized title","https://starwars.fandom.com/wiki/Xan_sector"
"The Cometwash","Q6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"The Maw","T10","Kessel","Kessel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kessel_sector"
"The Ring","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"The Wheel","R7","Maldrood","Maldrood sector","Sector-normalized title","https://starwars.fandom.com/wiki/Maldrood_sector"
"Thermon","L17","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Tholatin","P10","Mytaranor","Mytaranor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mytaranor_sector"
"ThonBoka","U8","Centrality","Centrality","Exact title","https://starwars.fandom.com/wiki/Centrality"
"Thonner","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Thosa","R4","Tynquay","Tynquay sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tynquay_sector"
"Thrantin","J9","Ollonir Boundaries","Ollonir Boundaries sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ollonir_Boundaries_sector"
"Thule","Q5","Esstran","Esstran sector","Sector-normalized title","https://starwars.fandom.com/wiki/Esstran_sector"
"Thull's Vault","K18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Thustra","O7","Sumitra","Sumitra sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sumitra_sector"
"Thyferra","L14","Jaso","Jaso sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Jaso_sector%2FLegends"
"Tibrin","L18","Hadar","Hadar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Hadar_sector"
"Tibro","N9","Baronos sector","Baronos sector","Exact title","https://starwars.fandom.com/wiki/Baronos_sector"
"Tierfon","O7","Dentari","Dentari sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dentari_sector"
"Timora","G16","Bakura","Bakura sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bakura_sector"
"Tinallis","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Tinnel","M12","Quanta sector","Quanta sector","Exact title","https://starwars.fandom.com/wiki/Quanta_sector"
"Tinoon","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"Tion","S5","Tion Hegemony","Tion Hegemony","Exact title","https://starwars.fandom.com/wiki/Tion_Hegemony"
"Tirahnn","N8","Zeemacht Cluster","Zeemacht Cluster","Exact title","https://starwars.fandom.com/wiki/Zeemacht_Cluster"
"Tiss'sharl","R4","Xappyh","Xappyh sector","Sector-normalized title","https://starwars.fandom.com/wiki/Xappyh_sector"
"Togoria","P9","Taldot","Taldot sector","Sector-normalized title","https://starwars.fandom.com/wiki/Taldot_sector"
"Tokmia","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"Toprawa","P5","Kalamith","Kalamith sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kalamith_sector"
"Torn Station","P10","Terr'skiar","Terr'skiar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Terr'skiar_sector"
"Torolis","Q13","Noolian","Noolian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Noolian_sector"
"Torque","P6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Tosste","L19","Atravis","Atravis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Atravis_sector"
"Trammen","O11","Harron","Harron sector","Sector-normalized title","https://starwars.fandom.com/wiki/Harron_sector"
"Trammis","U8","Centrality","Centrality","Exact title","https://starwars.fandom.com/wiki/Centrality"
"Trancret","Q7","Perkell","Perkell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Perkell_sector"
"Trandosha","P9","Mytaranor","Mytaranor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mytaranor_sector"
"Tranthellix","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Trantor","M10","Alderaan Sector","Alderaan sector","Exact title","https://starwars.fandom.com/wiki/Alderaan_sector"
"Trasse","Q8","Sarka","Sarka sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sarka_sector"
"Trassitan","L3","Veragi","Veragi sector","Sector-normalized title","https://starwars.fandom.com/wiki/Veragi_sector"
"Tregillis","M15","Tregillis","Tregillis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tregillis_sector"
"Trevi","N17","Quess","Quess sector","Sector-normalized title","https://starwars.fandom.com/wiki/Quess_sector"
"Triewahl","M7","Homon","Homon sector","Sector-normalized title","https://starwars.fandom.com/wiki/Homon_sector"
"Triffis","O15","Hevvrol","Hevvrol sector","Sector-normalized title","https://starwars.fandom.com/wiki/Hevvrol_sector"
"Trigalis","P17","Cadavine","Cadavine sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Cadavine_sector%2FLegends"
"Trindello","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Trinovat","P6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Triton","M18","Mayagil","Mayagil sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mayagil_sector"
"Trogan","R7","Jospro","Jospro sector","Sector-normalized title","https://starwars.fandom.com/wiki/Jospro_sector"
"Troiken","S4","Colundra","Colundra sector","Sector-normalized title","https://starwars.fandom.com/wiki/Colundra_sector"
"Troos","Q5","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Troska","J6","Dantus","Dantus sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dantus_sector"
"Truuine","O11","Belasco Sector","Belasco sector","Exact title","https://starwars.fandom.com/wiki/Belasco_sector"
"Tshindral","M17","Ado","Ado sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ado_sector"
"Tund","U8","Centrality","Centrality","Exact title","https://starwars.fandom.com/wiki/Centrality"
"Turkana","T6","Pakuuni","Pakuuni sector","Sector-normalized title","https://starwars.fandom.com/wiki/Pakuuni_sector"
"Tyed Kant","M10","Alderaan Sector","Alderaan sector","Exact title","https://starwars.fandom.com/wiki/Alderaan_sector"
"Tyluun","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Tynna","N14","Tynna","Tynna sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tynna_sector"
"Tythe","Q16","Savareen","Savareen sector","Sector-normalized title","https://starwars.fandom.com/wiki/Savareen_sector"
"Uaua","U8","Centrality","Centrality","Exact title","https://starwars.fandom.com/wiki/Centrality"
"Uba","J6","Barsa","Barsa sector","Sector-normalized title","https://starwars.fandom.com/wiki/Barsa_sector"
"Ukio","S15","Abrion","Abrion sector","Sector-normalized title","https://starwars.fandom.com/wiki/Abrion_sector"
"Ulda Frav","P11","Hangshan","Hangshan sector","Sector-normalized title","https://starwars.fandom.com/wiki/Hangshan_sector"
"Ultaar","R8","Bortele","Bortele sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bortele_sector"
"Umbara","P10","Ghost Nebula","Ghost Nebula sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ghost_Nebula_sector"
"Umgul","N16","Mulgard","Mulgard sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mulgard_sector"
"Umthyg","K18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Uogo'cor","Q10","Trax","Trax sector","Sector-normalized title","https://starwars.fandom.com/wiki/Trax_sector"
"UR-1060","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"UR-2650","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"UR-3741","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"UR-8827","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"UR-9353","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Usnia","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Usta","Q6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Utapau","N19","Tarabba","Tarabba sector","Sector-normalized title","https://starwars.fandom.com/wiki/Tarabba_sector"
"Utaruun","R16","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Utrost","L9","Corusca Sector","Corusca sector","Exact title","https://starwars.fandom.com/wiki/Corusca_sector"
"Uviuy Exen","L9","Shwuy sector","Shwuy sector","Exact title","https://starwars.fandom.com/wiki/Shwuy_sector"
"Uyter","P9","Lantillian","Lantillian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Lantillian_sector"
"Vaal","P5","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Vaced","J7","Jalor","Jalor sector","Sector-normalized title","https://starwars.fandom.com/wiki/Jalor_sector"
"Vactooine","R16","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Vakkar","K9","Fakir","Fakir sector","Sector-normalized title","https://starwars.fandom.com/wiki/Fakir_sector"
"Valc","J4","Perinn","Perinn sector","Sector-normalized title","https://starwars.fandom.com/wiki/Perinn_sector"
"Vallusk Cluster","Q6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Valorsi","L17","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Vandelhelm","M15","Epsi Collective","Epsi Collective sector","Sector-normalized title","https://starwars.fandom.com/wiki/Epsi_Collective_sector"
"Vandor","P14","Sloo","Sloo sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sloo_sector"
"Varadan","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Varonat","K18","Javin","Javin sector","Sector-normalized title","https://starwars.fandom.com/wiki/Javin_sector"
"Varristad","S15","Abrion","Abrion sector","Sector-normalized title","https://starwars.fandom.com/wiki/Abrion_sector"
"Varvrona","K3","Obtrexta","Obtrexta sector","Sector-normalized title","https://starwars.fandom.com/wiki/Obtrexta_sector"
"Vasch","R17","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Vasha","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Vaynai","S4","Chorlian","Chorlian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Chorlian_sector"
"Velga","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Velmor","P7","Halori","Halori sector","Sector-normalized title","https://starwars.fandom.com/wiki/Halori_sector"
"Venaari","O8","Venaarian","Venaarian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Venaarian_sector"
"Vendaxa","O14","Zarracina","Zarracina sector","Sector-normalized title","https://starwars.fandom.com/wiki/Zarracina_sector"
"Ventooine","P3","Corva","Corva sector","Sector-normalized title","https://starwars.fandom.com/wiki/Corva_sector"
"Veragi","L3","Veragi","Veragi sector","Sector-normalized title","https://starwars.fandom.com/wiki/Veragi_sector"
"Verdanth","N17","Grumani","Grumani sector","Sector-normalized title","https://starwars.fandom.com/wiki/Grumani_sector"
"Vergesso","P18","Bajic","Bajic sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bajic_sector"
"Vernet","N14","Baroli","Baroli sector","Sector-normalized title","https://starwars.fandom.com/wiki/Baroli_sector"
"Veron","L17","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Vestar","N20","Rseik","Rseik sector","Sector-normalized title","https://starwars.fandom.com/wiki/Rseik_sector"
"Vex","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Vexta","J4","Carrion","Carrion sector","Sector-normalized title","https://starwars.fandom.com/wiki/Carrion_sector"
"Vinsoth","N5","Quelii","Quelii sector","Sector-normalized title","https://starwars.fandom.com/wiki/Quelii_sector"
"Vjun","Q6","Nuiri","Nuiri sector","Sector-normalized title","https://starwars.fandom.com/wiki/Nuiri_sector"
"Vladet","N11","Rachuk sector","Rachuk sector","Exact title","https://starwars.fandom.com/wiki/Rachuk_sector"
"Vogel","M16","Var Hagen","Var Hagen sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Var_Hagen_sector%2FLegends"
"Void Station","R14","Dohlbani","Dohlbani sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dohlbani_sector"
"Von-Alai","O8","Locris","Locris sector","Sector-normalized title","https://starwars.fandom.com/wiki/Locris_sector"
"Vondarc","M16","Var Hagen","Var Hagen sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Var_Hagen_sector%2FLegends"
"Voorsbain","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Vor Deo","R17","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Voss","S6","Allied Tion","Allied Tion sector","Sector-normalized title","https://starwars.fandom.com/wiki/Allied_Tion_sector"
"Vulcar","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Vuma","M10","Alderaan Sector","Alderaan sector","Exact title","https://starwars.fandom.com/wiki/Alderaan_sector"
"Vurdon Ka","M9","Darlonn","Darlonn sector","Sector-normalized title","https://starwars.fandom.com/wiki/Darlonn_sector"
"Vuzsa","R16","Arkanis","Arkanis sector","Sector-normalized title","https://starwars.fandom.com/wiki/Arkanis_sector"
"Vykos","L5","Relgim","Relgim sector","Sector-normalized title","https://starwars.fandom.com/wiki/Relgim_sector"
"Walalla","J13","Seventh Security Zone","Seventh Security Zone","Exact title","https://starwars.fandom.com/wiki/Seventh_Security_Zone"
"Walinor","M7","Shiwal","Shiwal sector","Sector-normalized title","https://starwars.fandom.com/wiki/Shiwal_sector"
"Wann Tsir","P13","Sepan","Sepan sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sepan_sector"
"Wayland","N7","Ojoster","Ojoster sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ojoster_sector"
"Weerden","K9","Corusca Sector","Corusca sector","Exact title","https://starwars.fandom.com/wiki/Corusca_sector"
"Wetyin's Colony","Q5","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Wistril","K6","Fath","Fath sector","Sector-normalized title","https://starwars.fandom.com/wiki/Fath_sector"
"Wobani","R8","Bryx","Bryx sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bryx_sector"
"Womrik","Q15","Dufilvian","Dufilvian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dufilvian_sector"
"Wrea","S17","Gaulus","Gaulus sector","Sector-normalized title","https://starwars.fandom.com/wiki/Gaulus_sector"
"Xa Fel","K9","Kanchen sector","Kanchen sector","Exact title","https://starwars.fandom.com/wiki/Kanchen_sector"
"Xagobah","M18","Mayagil","Mayagil sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mayagil_sector"
"Xo","N2","Spinward","Spinward sector","Sector-normalized title","https://starwars.fandom.com/wiki/Spinward_sector"
"Xochtl","P6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Xoman","S9","Halla","Halla sector","Sector-normalized title","https://starwars.fandom.com/wiki/Halla_sector"
"Yabol Opa","M9","Adari Sector","Adari sector/Legends","Exact title","https://starwars.fandom.com/wiki/Adari_sector%2FLegends"
"Yaga Minor","K5","Prefsbelt","Prefsbelt sector","Sector-normalized title","https://starwars.fandom.com/wiki/Prefsbelt_sector"
"Yavin","P6","Gordian Reach","Gordian Reach","Exact title","https://starwars.fandom.com/wiki/Gordian_Reach"
"Yetoom","L18","Senex","Senex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Senex_sector"
"Yhifar","L17","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Yinchorr","L8","Fellwe","Fellwe sector","Sector-normalized title","https://starwars.fandom.com/wiki/Fellwe_sector"
"Ylix","M7","M'shinni","M'shinni sector","Sector-normalized title","https://starwars.fandom.com/wiki/M'shinni_sector"
"Yutan","P12","Ombakond","Ombakond sector","Sector-normalized title","https://starwars.fandom.com/wiki/Ombakond_sector"
"Yutusk","R5","Sertar","Sertar sector","Sector-normalized title","https://starwars.fandom.com/wiki/Sertar_sector"
"Zaddja","H15","Trilon","Trilon sector","Sector-normalized title","https://starwars.fandom.com/wiki/Trilon_sector"
"Zaloriis","P12","Askarian","Askarian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Askarian_sector"
"Zanbar","O7","Mandalore","Mandalore sector","Sector-normalized title","https://starwars.fandom.com/wiki/Mandalore_sector"
"Zaria","L17","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
"Zchtek","R8","Bortele","Bortele sector","Sector-normalized title","https://starwars.fandom.com/wiki/Bortele_sector"
"Zebitrope","T8","Centrality","Centrality","Exact title","https://starwars.fandom.com/wiki/Centrality"
"ZeHeth","N16","Dustig","Dustig sector","Sector-normalized title","https://starwars.fandom.com/wiki/Dustig_sector"
"Zephry","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"Zerm","T10","Kessel","Kessel sector","Sector-normalized title","https://starwars.fandom.com/wiki/Kessel_sector"
"Zhanox","K18","Anoat","Anoat sector","Sector-normalized title","https://starwars.fandom.com/wiki/Anoat_sector"
"Zhar","P17","Cadavine","Cadavine sector/Legends","Sector-normalized title","https://starwars.fandom.com/wiki/Cadavine_sector%2FLegends"
"Ziost","R4","Sith Worlds","Sith Worlds","Exact title","https://starwars.fandom.com/wiki/Sith_Worlds"
"Zirulast","P11","Belasco","Belasco sector","Sector-normalized title","https://starwars.fandom.com/wiki/Belasco_sector"
"Zorbia","H16","Moddell","Moddell sector","Sector-normalized title","https://starwars.fandom.com/wiki/Moddell_sector"
"Zygerria","S4","Chorlian","Chorlian sector","Sector-normalized title","https://starwars.fandom.com/wiki/Chorlian_sector"
"Zyluria","L18","Juvex","Juvex sector","Sector-normalized title","https://starwars.fandom.com/wiki/Juvex_sector"
